Software Name,File Size (MB),File Type,SHA-256 Hash,Sections,Digital Signature,VirusTotal Score,Network Activity,Permissions Requested,Fake?
MicrosoftWord_93,45.33,application/x-executable,b28fce87449a8f76070be9b81bdff781b3b620e78f75a987c9d98355833aa820,38,0,14,1,0,0
ExcelUpdater_93,46.54,application/x-executable,ff0fd92314b73d244228ff788cc9215a3f2285ac23ee579e902d50a2d2d8724d,2,1,24,0,0,0
VisualStudioSetup_93,14.4,exe,e92f219877809d62fd853987eb8fd0b1add6d9c7cc7a5d9e0a3821fc1b0a7583,20,0,8,0,1,0
EdgeUpdate_93,17.42,application/x-dosexec,7733214436354b53d95851600b6acb6011f6f06d390cfd06f80ffad3ccb54b07,14,0,26,0,1,0
DefenderScan_93,27.14,application/x-dosexec,48447dd51da5c3b11b696ffb07c9b7d56c9d0861c69f99f6d5d5b51a196d7408,15,0,5,1,0,0
OutlookSync_93,28.52,application/x-executable,b9cc760791ee770847fe3c8f313be9cad01c7895392b7bec408b63fe4769c25d,20,0,34,0,0,0
OneDriveClient_93,19.64,application/vnd.microsoft.portable-executable,2722132b2491d27bae5c86170372c352ae90324e720199f002ddb64e28ba79cc,25,0,47,0,0,0
SkypeInstaller_93,8.04,application/x-executable,dbf58ebbf191d7b8324b6b6eaa8fec62133d5fb9f3b8aa9cd15dc975ecfd6347,1,0,42,1,0,0
PowerPointInstaller_93,29.11,exe,bb6a6cc2831d41592fa3440703ced085ab4b9018a90122d05f56efc51576a0ce,37,1,13,1,0,0
TeamsUpdate_93,42.8,application/x-dosexec,4a356584155702bfbc9054e6b83617c8cb1fa43428d6e08f340ef28b52b69151,1,1,28,0,1,0
AccessRepairTool_93,12.22,application/vnd.microsoft.portable-executable,b4cc75f292cb3a949d7f606a3f64a4abf09ec5cc62d68082865045f6a7ea5493,33,0,5,1,1,0
Office365Setup_93,4.43,application/vnd.microsoft.portable-executable,e9cb205702083452c35422faa8e2a69230aec6c2d5a92bab3aa1b505a8b7e867,29,0,31,0,0,0
WindowsBackup_93,47.88,application/vnd.microsoft.portable-executable,901ebabf3ef8480a595f1a1decfe237419b677bde458f8d11640fc22d553628c,22,1,17,0,1,0
AdobeInstaller_94,20.96,exe,5be78d5365ad63ef626d26103a639bda524baf571fcfeed924919f58db5aaf1e,1,0,50,0,0,0
WinUpdatePatch_94,4.55,application/x-executable,de0a7f66c2de783f535621fbc35203ab25d59bf4f9bc20855955dcc36d9a2159,11,1,16,0,0,0
MicrosoftWord_94,26.12,application/vnd.microsoft.portable-executable,ad1072b26104f99ce69bd20e8d4c1060751d9ef6136f9cfd3a3601dbaa0f6d99,1,1,21,0,0,0
ExcelUpdater_94,25.16,exe,59228fe29de02e25d7e52d2f8b303d5bfeb565596f70777942d5fd659c443d64,35,0,12,1,0,0
VisualStudioSetup_94,34.52,application/vnd.microsoft.portable-executable,bfb4a2ae7c6de792c160a506ab0b1f6079aa721c0ddf8b6abe976184b02b80e1,11,1,42,0,1,0
EdgeUpdate_94,25.43,application/vnd.microsoft.portable-executable,bd84bbf1253797c77d0e3690d32499ed1ce210041c95b33beeb5428b7816e0aa,12,1,27,0,0,0
DefenderScan_94,32.87,exe,ca6f44a2d7e5e5254770b394cab41528483b39e12caad0150864a79ad5d7180d,11,1,35,1,0,0
OutlookSync_94,27.56,application/x-executable,76ce5f3653b58a4845ed6ba92b35d0654114a30b6209b633bcf62cb6d109da24,35,0,20,0,0,0
OneDriveClient_94,12.61,application/x-executable,6af6f16fc54b618772820fedddbadc2d4376abc774b09c5c1ab7b50f95a8a7f3,18,0,29,0,0,0
SkypeInstaller_94,3.31,application/x-executable,da22867b7ff2bf2d65b5b38116335175f0db3084b88a15f25c3c5389a81fe5e0,37,0,35,0,0,0
PowerPointInstaller_94,6.39,exe,0b29b4325185b26616c3cfbd63122c69401063fc32e799b88bf329384dc59cfc,4,0,25,0,0,0
TeamsUpdate_94,35.85,application/vnd.microsoft.portable-executable,703d1b6a8466f7a0bf5c8656b4a2018fe37b9e7cf9c89aca4418cca008e0b7ec,23,0,19,0,0,0
AccessRepairTool_94,2.08,exe,2ac66143b6344dcfb6fe81a0b1a746209f471a7aaea793064e8f947b784a83dd,33,1,13,0,0,0
Office365Setup_94,22.99,application/vnd.microsoft.portable-executable,eab27eac2688760d1677c3e9ea4663f0db32308d9a19c5a55dfdbce97de55892,38,1,44,0,1,0
WindowsBackup_94,48.99,application/x-executable,68c381e691462ebc75385b0b53ae20339878170e94f365e7e2eeb1c1457aaa38,39,1,4,1,1,0
AdobeInstaller_95,15.12,application/vnd.microsoft.portable-executable,1aedddb4c5c941d3ff4d5c605a7fba623ecc7a77bf9527c7f75d4cea4fc01190,11,1,28,1,0,0
WinUpdatePatch_95,6.74,application/x-dosexec,cf637d7a22d24a2d437932600db4b90831337d5979807e303410138c6b084123,6,0,24,0,1,0
MicrosoftWord_95,33.28,application/x-executable,d1f37bca9bfbb26de3d5fc61223f885ad17d1b7f418c7fc6dfcf57d50f249927,36,0,18,1,1,0
ExcelUpdater_95,26.69,application/vnd.microsoft.portable-executable,d7e3b96509bfa505cc2dd10988231d909ac7eac85535ed7d23f6f302398b488b,39,0,34,0,0,0
VisualStudioSetup_95,36.22,application/x-dosexec,a0b7822d5fe417591ef50c67877c2e73ad1bde63bfe0fbcb423c51f11aaabede,39,0,12,1,0,0
EdgeUpdate_95,3.89,application/x-executable,1090a780486d72e75d532b62756d8f338e7f8ce9dfc1ed34fc82909a66ca815a,34,0,33,0,0,0
DefenderScan_95,20.07,application/x-executable,1af99c2eb95d8286fcc1d99f35d767664ec70ed5d37ba0b16c1db6b9af321343,22,1,34,1,1,0
OutlookSync_95,1.12,application/x-dosexec,f164aab05163b2cc33f5c3e893e02b85bb7ae755a40f75adc756ce07acfff892,37,1,22,1,1,0
OneDriveClient_95,38.02,exe,34a2c7821318614a46ae73f8d5bf028d326c8b545e0eefa7fa417aca702a4981,21,1,39,0,0,0
SkypeInstaller_95,38.85,application/x-dosexec,fbb3796aeca6dd73a5a5383e06e7e74b972fb5e2f8728f063f4ad05f24831b78,18,0,35,0,1,0
PowerPointInstaller_95,40.83,application/x-executable,5f8651743ad4b780a0037b63bdfa221638816225aa23a85dab8611f0a6e3b10b,21,0,25,0,1,0
TeamsUpdate_95,11.01,application/vnd.microsoft.portable-executable,33a57b277740931667908ebf7ae5e96a5976920e6307a3ce50f7c55be13c7d08,15,1,27,0,1,0
AccessRepairTool_95,47.01,application/x-executable,aa668cde9268bd02802953e51142328f73a5e9dbc0b2d9cc43950de513cc57e2,11,0,2,0,1,0
Office365Setup_95,4.63,application/x-executable,8e6eabc82aca111c4378f59cfab92c8bb5e2ac5c725533f96eb0805950595d1f,21,1,15,0,1,0
WindowsBackup_95,21.65,application/vnd.microsoft.portable-executable,90173c5dacc7ba4e9e1802268975fa9f58012325137917d0f241a6db5bf5c386,17,1,26,1,0,0
AdobeInstaller_96,40.77,application/vnd.microsoft.portable-executable,90c494cf0e52b59a568260d82051b469468a64d25b7efdbaf1669d93045b366a,35,0,35,0,1,0
WinUpdatePatch_96,1.83,exe,4f5454c9b2619ba871e10b65e03b28b4115f1830447d339e997e7e80b8e3fe13,31,1,3,1,0,0
MicrosoftWord_96,16,exe,f58250c1c75e646076c8916fce5ecf47f568abfa2b3f711bc8f206d8434d78c6,8,1,16,0,0,0
ExcelUpdater_96,38.46,exe,2fbd69fceb8d57818b3ccece62321639589e4e2a3bc8dfb905894246e646d041,26,0,3,1,0,0
VisualStudioSetup_96,9.93,exe,727662817bf912a837c79c9112f978e15dbcfa4eac7d082e6b2ba74f02f6a58a,25,0,11,1,0,0
EdgeUpdate_96,6.4,application/x-executable,2963158f8ea521ebb63d4dc7073fab453bdbf981d976fe6261553414c04a621d,40,0,23,1,1,0
DefenderScan_96,7.55,application/vnd.microsoft.portable-executable,aa94683412008ea5e3f4f5fe0ddfa8eaa8d81809459cd3d815ef252e1e39d529,15,0,27,0,0,0
OutlookSync_96,18.19,application/vnd.microsoft.portable-executable,57d270f4ee55e763c3691ce655ae9c63540bd20d36ae65e7771b1f964d217ae3,15,0,24,0,1,0
OneDriveClient_96,21.35,application/x-executable,fc91185413c70d43e359ca10af0e8e91fa65ba1303b3d7f81203af5e1f2d68aa,3,0,28,0,1,0
SkypeInstaller_96,17.72,exe,ff336a161cf65b6bdbed8ed6958504acd3e01ab13ffb2e70ed7c36fb5a943ce7,36,1,15,0,0,0
PowerPointInstaller_96,46.15,application/x-executable,55b21e804b8749d3a4b113a4de235929f8dcfb0010fab54facad46aeb433938a,35,1,23,0,1,0
TeamsUpdate_96,47.61,application/x-dosexec,3905667456dbfafb165a3818fa35bdef3967d28b457834f1c039faaa927a8614,7,0,26,0,0,0
AccessRepairTool_96,28.02,exe,12d1f9ca8bc166773c522fa59071796dc0a0b360777167af24e0052c2739a869,12,0,37,1,1,0
Office365Setup_96,43.23,exe,cc917e8564f112fbd413b76f5d0ef8bc4c8dc7cf595711490b40042bbb4c5469,5,0,6,1,1,0
WindowsBackup_96,34.19,application/vnd.microsoft.portable-executable,dd5738b66091b9b2c3f46f8a2de8df5bd5f42131c87011abdb65fa14b6ed6451,18,1,14,0,1,0
AdobeInstaller_97,11.46,application/x-executable,7e255f0f5de36ae0a0d9aeaf20475b0bcb87b616889e5e8a18c225f62bbac11b,8,1,30,0,1,0
WinUpdatePatch_97,11,application/vnd.microsoft.portable-executable,11c9e2d83d79397bf7a4c8eef3933904a57e232ee93ab47289fef8c76bffb417,12,0,41,0,0,0
MicrosoftWord_97,28.55,application/vnd.microsoft.portable-executable,f0359e5585ad84807c87ebc35e3f71ddef3c0ed40ba031a3e5b2e873dbe0cf57,24,1,7,1,0,0
ExcelUpdater_97,2.26,application/x-executable,d17c8d09482e2cee97f89c54df199da37a0a5f40336bd6be6e4a94e814695986,17,1,8,1,1,0
VisualStudioSetup_97,4.33,application/x-executable,0c98b789c92901cf738bb62c9d8c77126f6f9bf970aaa76404f9afdb82b42eeb,5,0,9,0,1,0
EdgeUpdate_97,17.89,exe,3908eef82104d7afe3db753af6614a11a8cb02ac134873e6decad81197858adc,4,1,27,1,1,0
DefenderScan_97,8.44,exe,44b7265cbe1dd222f348b36f904fa75a5ecffb33887d51759a78a732dcf39156,1,0,0,0,1,0
OutlookSync_97,26.6,application/vnd.microsoft.portable-executable,252f3f7b11e1677f8622b2e17a0815f265f0e33d407dab72e7803f6bc3db5ec6,26,1,31,1,1,0
OneDriveClient_97,32.61,application/x-dosexec,88a8816b9abba8d76dfdc757eb2b7f85d075c0bad7858d40e798307dda9d799d,30,0,10,0,1,0
SkypeInstaller_97,16.45,exe,91fc7ea68bafd34ad4a36c463a6ecc13c3beb24aec004a339dd05e8097a91645,2,0,25,0,1,0
PowerPointInstaller_97,24.32,application/vnd.microsoft.portable-executable,7762fc553991ee38e562d8c830b139b61dd97ae5808ae8f7d399c0867ed206d4,18,0,8,1,1,0
TeamsUpdate_97,44.24,application/x-dosexec,fd2dc0bb2089a69da863d2d4f980ad0b18271f202ca18082bea1ff22cbc46926,27,1,38,1,1,0
AccessRepairTool_97,12.85,application/x-executable,aa9b782cc41c62f4b82d1ed88bffdc4bbca7fc10af85e9502eb5b0dc16d0796d,3,1,49,1,0,0
Office365Setup_97,34.95,application/vnd.microsoft.portable-executable,38936fcfc8938cfd92455f0e2ce92e4abddd2e2e6cdccd96cb333076db6ef83c,13,1,52,0,1,0
WindowsBackup_97,48.14,application/vnd.microsoft.portable-executable,e55afbdee6319b2d6c8bbd304d68ab1d3a636979893daa6aad1ce5797594e917,6,1,49,1,0,0
AdobeInstaller_98,46.13,application/vnd.microsoft.portable-executable,1337772d6c0bb177f9978e23f93e73d5d2e5b0b11e17107b7f983d2b2abd9c49,28,1,37,1,1,0
WinUpdatePatch_98,37.27,application/x-executable,ba81fd2c904a965bf2ced90e1e4908aae53f03abbb26abfa1331ede7471cc9b0,17,1,38,1,1,0
MicrosoftWord_98,37.65,exe,9f5e66cb6f4bb7e19a0544adc0e75ba196dd56638360f53d6bb2e2e3dd7c1f1a,17,1,39,0,0,0
ExcelUpdater_98,29.67,application/vnd.microsoft.portable-executable,7e523ce1077efeda53aa2bc3b08974ff38a3cc52ebd066b3965d6785c6195c78,9,0,21,0,0,0
VisualStudioSetup_98,14.36,application/vnd.microsoft.portable-executable,68ad25cbcbc77c3fe4b43022331e07ce6858da1433c37fc51d99a4b9d173622d,24,1,41,1,0,0
EdgeUpdate_98,6.83,application/x-dosexec,cb17c00602932b6b84ab352d6bfab2ce0825811fe67ffe1bbc8184d3200ade16,14,1,3,0,0,0
DefenderScan_98,9.52,application/x-executable,5c8c7a346331a2d731b26b312e5dc2d32384cd6c3431169791486e616632b7c5,31,1,42,1,1,0
OutlookSync_98,19.4,application/x-dosexec,abe6b00ffc25d4b21ecb94b692e40eb90b03f1af6d74f70114d693daf5a5d3ac,5,1,24,1,1,0
OneDriveClient_98,9.75,application/vnd.microsoft.portable-executable,feb1b647f90aecfbcfc04d25e4264e6140dd1ff797a2cc9084d9ed4d22675de3,19,0,20,0,0,0
SkypeInstaller_98,44.31,application/x-dosexec,e4ebc309e64527d255784369670ba3bb84c893b1633ea1b3ca3a76248c52ae37,32,0,35,1,0,0
PowerPointInstaller_98,9.42,application/x-dosexec,ac996773d4d381369b60b9e4b0b7ed64ba9e1ce6c3a09a18ac1139f249138fd6,20,1,36,0,1,0
TeamsUpdate_98,26.83,application/x-executable,ecd6f01be3dc342951890a0dd599ca965619988b9c9c1770112e6c202441f86e,4,0,40,0,0,0
AccessRepairTool_98,16.92,application/vnd.microsoft.portable-executable,23916d0cb34ca3e45f1cb8d0be98c4d608f87767fb14f993fff73ca5204195ed,22,1,20,1,1,0
Office365Setup_98,31.18,exe,144811864f3ebb7d5e573298d21b7560e26ae610e5392f7120973115d689b48e,1,0,25,0,0,0
WindowsBackup_98,28.69,application/x-dosexec,086b821331425964f08d332260740338eedca3a67fdbe42fd3cd94e2b9a3dbc2,14,1,2,0,1,0
AdobeInstaller_99,9.87,application/vnd.microsoft.portable-executable,9972b5a372e0c7b231b9f90df6743d7267116754835a3130bdeb3eee8d3df1d8,30,0,1,0,0,0
WinUpdatePatch_99,18.27,application/x-dosexec,d0f7080f726456e1cdf50d43f1a33fc47ea52980b3f1f140c5cdf89432905fdf,29,1,8,0,1,0
MicrosoftWord_99,12.46,application/x-dosexec,520bafefbe91d5055d06a984fa616bf256b372a48e1a7a856bfba36f37b90baa,12,1,18,1,1,0
ExcelUpdater_99,1.46,application/x-executable,bf62f7fab075007376e3c349cc549f9f078b9aa0f54c24bfcac1f9768eae53c6,9,0,33,1,0,0
VisualStudioSetup_99,47.33,application/x-dosexec,ed832f6595b0fedeb9a4b0fe378784aa9b129d4fc2bc8ccf0372d2a674241427,6,1,16,1,0,0
EdgeUpdate_99,2.62,application/x-executable,b361d7371b86b93276591ef32389f00515777ccb3ba7c2332079a134d733837c,4,0,20,0,1,0
DefenderScan_99,46.28,application/x-dosexec,d211a5b66caaa7c25604caf850e9a9af1661a494ec48f7966aeab28a750f0f88,25,0,33,1,0,0
OutlookSync_99,39.72,application/x-dosexec,1c0113310659abad916ae9b6491335e187ebc6ef1c51b1874b01576f399873dd,9,1,31,0,0,0
OneDriveClient_99,48.3,application/x-dosexec,dabd268cb229f5a2db86f6f72bda525033cb882946a321586fef5f027ca097bd,16,0,11,0,1,0
SkypeInstaller_99,5.19,application/x-executable,af70c2eec3427add29957fa13838928dd2284daf4b1886a030900c14b193ff26,23,0,4,0,1,0
PowerPointInstaller_99,8.64,exe,83efcbe533a40cac78cd96d975a34305c8ac21d2cfb371843f00264a47dc8770,32,1,40,0,0,0
TeamsUpdate_99,9.1,application/x-dosexec,bc5f37356c859985f5c6a9735eaffb22082b540878c36b43aae3bdd46d291613,24,0,32,0,1,0
AccessRepairTool_99,8.82,application/x-executable,a8000b184159f79a93472640aba5c659ea7dd9c97d6c95c5f0154ed827035ecf,17,0,19,0,1,0
Office365Setup_99,1.05,exe,7597f6397de3a0d82e5a8b334003c462b89e1665303bf4fce9189a1c3b370299,1,1,42,0,1,0
WindowsBackup_99,8.01,application/x-executable,1d6510ce2e0860efaf15d44ddc6b3889d60e075ca841e0dfd1e12abc2d52f51d,27,1,23,1,0,0
AdobeInstaller_100,23.71,exe,d58dcd5b61faec28826db4f81c314d1989bf031ef83dfea19c2dd8b656680375,11,1,34,0,1,0
WinUpdatePatch_100,44.29,application/x-executable,b468d26f186d7ae7cb544c4de760424bfc9759539256812c2cf009d9a826a1a9,35,1,19,0,0,0
MicrosoftWord_100,28.64,exe,5e98a428d660dcfe9a7ab7eb3516a9b75b0d551bcdae4d50f8dfae502d9c146c,10,0,18,0,1,0
ExcelUpdater_100,46.2,application/vnd.microsoft.portable-executable,f491e17d6edb7118e004c0ac925883f2ad29b5d03c2ce772f7e3cc0adf855fc6,14,0,36,0,1,0
VisualStudioSetup_100,11.64,exe,5e3a53ee47617860bc526f93feaf93d5389364529ae5340bf1216c09489a3d69,30,1,19,1,1,0
EdgeUpdate_100,9.73,application/x-dosexec,299881f74f42cc70dd7efae87a8f58762ff2c0215c819a7c1750c611df65fe88,15,1,33,0,0,0
DefenderScan_100,47.49,exe,e1af88bfd23795e7e5094cfed29544daef30f32e4b7992289bd9e94b336aefff,5,0,10,0,0,0
OutlookSync_100,43.49,application/vnd.microsoft.portable-executable,95fcdde7f3e52bc72e6994d9ad9efb38d47d4cfa66c019561b1233c5b69281c9,35,1,37,0,0,0
OneDriveClient_100,49.44,exe,c9cd37c69136a2af9dd967f03c535916c2a6d722415cb0ec5ac22d5005ac288b,1,1,33,0,1,0
SkypeInstaller_100,26.6,application/x-dosexec,0bad10c8c0fb208bfb041448686aab11c5c9ae48c7ac4e9fa33592859f83f2cc,19,0,5,1,1,0
PowerPointInstaller_100,5.55,application/x-dosexec,f3e7aee4e2e9964996ce71660d0deda4a715371528da963a42afc796cde417ee,4,0,35,0,0,0
TeamsUpdate_100,26.97,exe,0e216edcfe2d30e9a458963725e57adc93a52cc4c98046d06e31a717884c94b8,35,0,0,1,0,0
AccessRepairTool_100,31.59,application/x-executable,e60c561d134226c3858b0b59fac4122cb0eb13f85d75e33677f5e185bc597254,12,0,24,0,1,0
Office365Setup_100,27.66,exe,8fd2a31cd25343609bf06d55c7d7e3df1a41f827532589daea176b9327265729,27,0,31,0,1,0
WindowsBackup_100,19.91,application/vnd.microsoft.portable-executable,9e00bbe50cf66a8ee62e446694e15f692f5b6a4d5f66948082f56faae48ef404,11,0,21,0,1,0
AdobeInstaller_101,22.75,exe,bfa89d352a69090ef2795360d651efc5e978c24b181d6667bd282cd27302ea65,28,0,14,1,1,0
WinUpdatePatch_101,9.5,exe,96fbbbbc002b0a74ef365fadcaea4c28c89fe905a11c3b49ed6d1cab3e402f47,13,0,39,0,0,0
MicrosoftWord_101,44.89,application/vnd.microsoft.portable-executable,dcd3f92141d71d88ebdff10f722ada99a1021bcc4dd68a77bfa8153364aab976,39,0,19,0,1,0
ExcelUpdater_101,41.28,exe,b4aa8a9f784998ad22b08d9f86d2e70d9cb02ab999a24e4c62c1dfb81e46d65e,1,1,12,0,1,0
VisualStudioSetup_101,33.04,exe,0f2c7159cae740b530baf9ac0af97b829040542520bdfe8b27094245d7085fce,2,1,53,0,1,0
EdgeUpdate_101,10.21,exe,56529f117852658ae4f66c72a96e30dbfb746883ac10734030f4f05ce9b1b675,22,1,12,0,1,0
DefenderScan_101,38.2,application/x-executable,7e05cf2bb743ad6dcb8d2ebaf6d7bb5b5ce18d9158f63a49e6d457cadf36483c,9,1,28,1,0,0
OutlookSync_101,7.14,application/vnd.microsoft.portable-executable,3746175b9fcea6d2056cee23a80e68348333d136aae94b82f17ad364b26e8db9,28,1,2,1,1,0
OneDriveClient_101,24.23,application/x-dosexec,531040460bdd1d91bb418cacffa8563e21d71d197c077aec61b98e3f0dbf0ff2,36,1,38,0,1,0
SkypeInstaller_101,20.55,exe,77e0498e7f5cfca281a58fb3f0e27713ccb67dc2fbc4c00c63bff0c9a049fab2,19,1,9,0,0,0
PowerPointInstaller_101,41.79,application/x-dosexec,525a1c49b5972c48d4f974a88c892db3c319a63fc95a3f562cbfa516561b486c,11,0,1,1,0,0
TeamsUpdate_101,20.02,application/x-dosexec,d3e356f3beb50aed8a5a8b4c97262471d6715774ea5517edca637dd3cc54d0f2,2,0,17,1,1,0
AccessRepairTool_101,26.01,exe,44c87ed4647809d78eb3e95771253c317d059c5336cca62d11396ae2f99d37bf,1,1,22,1,1,0
Office365Setup_101,0.87,application/x-executable,12a2597a9fe2ccbebf6ac0fe3a63bbe1fc66c0b6ef4ded5ae7291ea2dca04cd2,25,1,51,0,0,0
WindowsBackup_101,48.94,application/x-executable,9c3b22e3b2d5208ffb11353c2f6789b1796968d54449ba1c2742d08f28ab9c25,28,0,12,1,1,0
AdobeInstaller_102,26.55,exe,cfdaf560661b3a64ddb399599f8b9b14edc8e828d479fbb385f7fb056f3eefd0,27,0,6,1,0,0
WinUpdatePatch_102,21.39,application/x-dosexec,fbc19bc4dd0e1804698a48e0fd8dc5854e4325f45f9932deabba94902156782b,4,0,4,0,0,0
MicrosoftWord_102,6.59,application/x-dosexec,03ced2e932917f2b5f2affb332a5507613be9102faad6913412f1e736928d010,26,1,34,1,1,0
ExcelUpdater_102,40.93,application/x-executable,d65cc787872d1351bcfe02a489e67021dbb5ffab3e9dce541f1a4f7fc00a7cdb,11,1,35,1,1,0
VisualStudioSetup_102,5.85,application/x-executable,0c8d4885b0a4c9c21e550f0de4f70b801e817257c33bbbe99b59da296803c6ff,40,0,4,1,0,0
EdgeUpdate_102,10.78,application/x-executable,1e812c910f9b5499e4bd373c06fe370da186a9b810eabd310d56e56eb766865d,29,1,15,0,0,0
DefenderScan_102,45.04,application/x-executable,ae5effbe02f65f77158122216de9717ffbbcd5cbcfb06939ab95b67fccce79ce,35,1,33,1,1,0
OutlookSync_102,41.52,exe,3e88b4bb9a3f6c1e124794cc05b0ded691099b6eecdc89d95d06c45230e82c3c,19,0,28,1,1,0
OneDriveClient_102,35.08,application/x-dosexec,43534fb2dae3f93a72e9a3288ff6e2e74c70ec906d64004c55ed5eff8eaf286b,1,0,44,0,0,0
SkypeInstaller_102,21.29,application/x-executable,3331ed3012605e9ea79a6c6e1bb6437af1a50574fd4835ce6cde560254ded604,35,1,18,1,0,0
PowerPointInstaller_102,34.07,application/x-executable,6926bab3cc9c362803fdc4618536ce346afdd3652c0d22e392703fe4f0b363ab,9,1,21,0,0,0
TeamsUpdate_102,24.47,application/x-dosexec,fafaf145df399f614c4b73fb1eaa570b5052434071ec77dec79726e37dc93b40,29,0,12,1,1,0
AccessRepairTool_102,18.17,application/x-dosexec,7c31a86c263ed4492810a50d3d1acb7721bcb84e7d64ea53cac005ef72bdb102,17,0,7,1,0,0
Office365Setup_102,5.62,application/vnd.microsoft.portable-executable,f4e46a6bb07481b648287e71272fbd86d372d0eb4d6f8297d91c18a204598590,8,1,18,1,1,0
WindowsBackup_102,9.77,exe,0cdc7869ca49f6092613459683e9b3a3d73530ef1491086802d54b2c49b6a926,27,0,29,1,0,0
AdobeInstaller_103,21.36,application/x-dosexec,cc825e07d91adde73efd1bf734a42ace18b54ccedcf92432e2196efac5a96ffe,33,0,8,0,0,0
WinUpdatePatch_103,9.21,application/x-dosexec,42c7cf1595c6ac7406fa0efe570976ae16f2b35c8debf49f179f7338edd20ede,21,1,25,0,1,0
MicrosoftWord_103,16.34,exe,bafcbc4148364ce7203ca74ed0739e815b1f4240802d23cfeb4a67853418d361,21,1,15,1,1,0
ExcelUpdater_103,36.76,application/vnd.microsoft.portable-executable,1fbb185ff234c51a76681cd8fd2a61c8da382bebcc905e88b7e0de92d3619831,25,1,35,1,0,0
VisualStudioSetup_103,48.58,application/x-executable,80b193d536fa7f250f7c66d062048c2f84f7e8f966f7f4629af93e3786bbfba4,4,1,32,1,1,0
EdgeUpdate_103,26.62,application/x-executable,18cb1d6d092565efb81819137524058b7bc37f8c339892bebf6598f4f50e66cc,31,0,3,0,0,0
DefenderScan_103,4.77,application/x-dosexec,ac5af40d38f82635ad629514efaab8aa7552c911ced529291cd1e3c77efbf106,35,1,2,0,0,0
OutlookSync_103,37.53,application/x-executable,33f1269cf95ee209b7f683df13f71a35919525909eab6efbbf8f2f8679ca5da8,17,0,10,1,1,0
OneDriveClient_103,24.82,exe,ea14e7c0c563bc1202df76200849c7e9d87d02e7c755e066d2a536f651559b03,34,0,12,1,1,0
SkypeInstaller_103,28.86,application/x-executable,61e8ea4a11d1382e10a2e54384260b34018d7976eddd5b571aa10150756b5484,21,1,21,0,1,0
PowerPointInstaller_103,38.44,application/x-executable,cc957bf1d718a1eaa2622c05d259f5dcecaffb7e704a86f5308086e3a650ed9d,13,1,40,0,0,0
TeamsUpdate_103,34.51,application/x-executable,2d32dbec543178b48bdd02f181e5c83da2ae2b2bf5bc277b07d75bd65324e52a,35,0,31,1,0,0
AccessRepairTool_103,18.34,application/x-executable,8af4ca7d3ccf7a7acf099ad4bde0bf30c41a4848dab58f27b7a6449d94535a4b,29,1,42,1,0,0
Office365Setup_103,11.98,application/vnd.microsoft.portable-executable,5a18d27ec5d2a0bf6f76c5983c5c7122f0a14fe68b225ef5593d0fd8850ed080,37,1,11,1,1,0
WindowsBackup_103,24.31,application/vnd.microsoft.portable-executable,df639dffa0cd07ec5261f81a404aa6582de5ef0fe72016f35df00566e1ba2774,2,0,5,0,1,0
AdobeInstaller_104,16.74,application/x-executable,1c9764bf90a7330ae2280353bcc54bbba840c112f70710fdca7dfec691069c53,27,1,13,1,0,0
WinUpdatePatch_104,9.45,application/x-dosexec,397f771d2c7e9f0ed3bf2d34a2caf5fcaa3486cefb93089bf42bc706e1dd7fe9,9,0,5,1,0,0
MicrosoftWord_104,24.34,exe,706079877f779d9489b99dc3f0f41be1863b7977917e77a3fc53979298628139,28,1,27,0,0,0
ExcelUpdater_104,28.77,application/x-dosexec,55416503a9773079d86fc1e118ab8b59e3405cc6f2fc5e4638a5f71156730c21,27,0,29,1,0,0
VisualStudioSetup_104,20.24,application/vnd.microsoft.portable-executable,037cf21936c370b8f9dd409738d24d43038465aa53018b1a84e906bde7d601f8,29,0,45,0,0,0
EdgeUpdate_104,30.26,application/x-dosexec,60f29cac48b536a1f3ede9274f99e31c73d5c7cda4ea634a51c60e37a52ace25,23,0,32,0,0,0
DefenderScan_104,3.4,exe,d681f88fc9e9fe9fb9880d92bb5a9c21dc1848c419ab23df324a9870ae4cbc05,15,0,33,0,1,0
OutlookSync_104,6.71,application/x-executable,b38473999d0f07a78d0acfc360b1c2c683b3392c95fd8df65f4324186d310c8e,18,1,4,1,1,0
OneDriveClient_104,4.99,exe,e21a4a026f40f76915908862edd60e470b5dac2fe803fd2b3d86a8623f0464ba,11,1,2,0,1,0
SkypeInstaller_104,1.42,application/vnd.microsoft.portable-executable,d905fce303b59ed196546da604070e0ab76052b76870b22c18427c623db2193b,10,1,18,0,1,0
PowerPointInstaller_104,8.88,application/x-dosexec,ac5028cb82eabdd4ad8cec4b2a843b2f96f966cc8530b0f8d732008fb84f97f5,32,0,32,1,0,0
TeamsUpdate_104,13.26,exe,1fb17eb3022b8e86802c91b5370b72afae832bb4ab8065232940379d72e159a1,12,1,18,0,0,0
AccessRepairTool_104,9.63,application/vnd.microsoft.portable-executable,8328e0961b346481bfd7120427dcac105475407dd9b66118388f69acbd0b79ec,34,0,12,0,0,0
Office365Setup_104,23.75,exe,45b1a3204614b10b4b9cce3f70be41f4e8500a9d95477f439238afbd8ac51bb0,35,0,12,1,0,0
WindowsBackup_104,3.51,application/x-executable,74dc64bc5c20effde7788f6f6ee858216270530e683c2d4630112645eef37e0f,13,1,30,1,0,0
